厉钱数量,初始源石锭数量,失败概率,成功概率,中间态概率
7,960,6.514211569944384e-07,0.9999993485755154,3.3233165861278888e-12
7,976,4.7302084344493595e-07,0.999999526976641,2.511900477760564e-12
7,992,3.4239588664311077e-07,0.9999996576018724,2.2367934315340682e-12
7,1008,2.4813087097933035e-07,0.9999997518671541,1.9713012108358315e-12
7,1024,1.8019019611648966e-07,0.9999998198083357,1.4655703903321663e-12
8,0,1.0,0.0,0.0
8,16,1.0,0.0,0.0
8,32,1.0,0.0,0.0
8,48,0.9999999999999999,0.0,0.0
8,64,1.0,0.0,0.0
8,80,0.9999999999999998,0.0,0.0
8,96,0.9999999999999997,0.0,0.0
8,112,0.9999999999999998,0.0,0.0
8,128,0.9999954950717184,4.50492812688243e-06,1.5260790274461384e-13
8,144,0.9982125905752665,0.0017874093786730597,4.6059265834457685e-11
8,160,0.9791108977730018,0.020889101784174708,4.4282231119473783e-10
8,176,0.91786124229362,0.08213875624930712,1.4570708207148852e-09
8,192,0.8114950202485112,0.18850497697613122,2.77535486269783e-09
8,208,0.6795094490631993,0.3204905470391165,3.897680701235243e-09
8,224,0.5430477866658828,0.456952208741627,4.592486360205234e-09
8,240,0.41450954113004207,0.5854904540987557,4.7711977568563755e-09
8,256,0.3080762427799854,0.6919237526614164,4.558592155886035e-09
8,272,0.22143830519053492,0.7785616907299387,4.079521008165718e-09
8,288,0.1557864050479103,0.844213591478128,3.473954567145409e-09
8,304,0.10731879377128678,0.8926812033883654,2.8403426935251265e-09
8,320,0.0727640582754512,0.9272359394688425,2.255701362171444e-09
8,336,0.048692209564059355,0.9513077886966154,1.7393192398908195e-09
8,352,0.032202844705349155,0.9677971539772959,1.3173501906041033e-09
8,368,0.021086097905065233,0.978913901117442,9.77487285116719e-10
8,384,0.013709927219372723,0.9862900720639203,7.167015187775737e-10
8,400,0.008854991762399358,0.9911450077183062,5.192901659027357e-10
8,416,0.005682644309120726,0.9943173553184996,3.7237446483193123e-10
8,432,0.003636871310964758,0.9963631284234675,2.6556238602028017e-10
8,448,0.002316282483773763,0.9976837173281125,1.8810916815320752e-10
8,464,0.0014722106666360175,0.9985277892008511,1.3250720042084853e-10
8,480,0.0009333776172203313,0.999066622289639,9.313530915547953e-11
8,496,0.0005906979619152952,0.9994093019729321,6.514754501061817e-11
8,512,0.0003757633129088465,0.9996242366410655,4.601986124200331e-11
8,528,0.0002390088452132208,0.9997609911222854,3.2497306015293703e-11
8,544,0.00015137744767734358,0.9998486225294946,2.2823153393664468e-11
8,560,9.659451098143963e-05,0.9999034054728444,1.6168750867169745e-11
8,576,6.162421912421517e-05,0.9999383757694031,1.1468056859870822e-11
8,592,3.9210673629170496e-05,0.9999607893182674,8.099406948721197e-12
8,608,2.5062093896637066e-05,0.9999749379003515,5.746804441678952e-12
8,624,1.604275055871181e-05,0.9999839572453447,4.092859482601786e-12
8,640,1.0223752692012275e-05,0.9999897762444021,2.9010440126677644e-12
8,656,6.534136822313679e-06,0.9999934658611146,2.0576360302975125e-12
8,672,4.184142345515921e-06,0.9999958158561852,1.4648989647946917e-12
8,688,2.671328555007669e-06,0.9999973286704004,1.0404948501051116e-12
8,704,1.70506610146387e-06,0.9999982949331555,7.383069669492885e-13
8,720,1.0923869765028444e-06,0.9999989076124947,5.252629760051983e-13
8,736,6.973122752516347e-07,0.9999993026873462,3.739925217048231e-13
8,752,4.4455048236807096e-07,0.9999995554492479,2.6559445256598017e-13
8,768,2.8441150391483237e-07,0.9999997155883039,1.8850927409073671e-13
8,784,1.8151481238273036e-07,0.9999998184850492,1.3472849255323766e-13
8,800,1.1553533718934647e-07,0.9999998844645627,9.59011088081936e-14
8,816,7.388201829318112e-08,0.9999999261179096,6.794526543325668e-14
8,832,4.7126728802985145e-08,0.9999999528732182,4.885305473409425e-14
8,848,2.9941225231103575e-08,0.9999999700587358,3.503713311896275e-14
8,864,1.9147383480929014e-08,0.9999999808525878,2.4730284680340894e-14
8,880,1.221183674170665e-08,0.9999999877881418,1.796382779222421e-14
8,896,7.763642519726275e-09,0.9999999922363416,1.3057716229952037e-14
8,912,4.9591874080393635e-09,0.9999999950407993,9.150441224972102e-15
8,928,3.16656049260347e-09,0.9999999968334289,6.752568047190814e-15
8,944,2.0131751588705976e-09,0.9999999979868155,5.0067387034795085e-15
8,960,1.2861068968146396e-09,0.999999998713887,3.476918831247472e-15
8,976,8.214951817802695e-10,0.999999999178498,2.6204139818447445e-15
8,992,5.231201816916651e-10,0.9999999994768753,1.9962526170858425e-15
8,1008,3.338823870899875e-10,0.9999999996661134,1.3793675093099284e-15
8,1024,2.1347948045177682e-10,0.9999999997865172,1.060906087544468e-15
9,0,1.0,0.0,0.0
9,16,1.0,0.0,0.0
9,32,1.0,0.0,0.0
9,48,0.9999999999999998,0.0,0.0
9,64,1.0,0.0,0.0
9,80,0.9999999999999998,0.0,0.0
9,96,0.9999999999999996,0.0,0.0
9,112,0.9999999999999996,0.0,0.0
9,128,0.9999925949038981,7.405095924676436e-06,1.7620863368378996e-13
9,144,0.9972304569742315,0.002769542975658402,5.0108938237517154e-11
9,160,0.9689184309311357,0.031081568607632337,4.6123030904102605e-10
9,176,0.8819696198689729,0.11803037867362551,1.4573993745019708e-09
9,192,0.7385013349993763,0.26149866234477764,2.6558430522001147e-09
9,208,0.5721890505424838,0.42781094593012853,3.5273834140752314e-09
9,224,0.41554696467097724,0.58445303146518,3.863839314364996e-09
9,240,0.28479349455256064,0.7152065017738459,3.6735879667667803e-09
9,256,0.1895627967010257,0.8104372000963853,3.202583543959251e-09
9,272,0.12155644525922431,0.8784435521395213,2.6012498320992266e-09
9,288,0.07630018182921552,0.9236998161594655,2.01131357922783e-09
9,304,0.047017869725333075,0.9529821287795118,1.4951504125729295e-09
9,320,0.02853911112100959,0.9714608877971518,1.0818331634913538e-09
9,336,0.01717283678682194,0.9828271624520828,7.610892851781649e-10
9,352,0.01021890633925335,0.9897810931332268,5.275149224749998e-10
9,368,0.006036275121432049,0.9939637245197068,3.588563834442498e-10
9,384,0.0035538177012512813,0.9964461820570744,2.4166904400436296e-10
9,400,0.0020809803651262505,0.9979190194735238,1.6134493475868985e-10
9,416,0.0012087923501323458,0.9987912075431284,1.0673470830753994e-10
9,432,0.0007043754785050621,0.99929562445105,7.043992725792101e-11
9,448,0.0004090458555925661,0.9995909540981321,4.6269947905208515e-11
9,464,0.00023629405532940196,0.9997637059144442,3.0222476076368385e-11
9,480,0.00013597143590573076,0.9998640285444552,1.9634328242519247e-11
9,496,7.823281569699925e-05,0.9999217671715724,1.2726604007302286e-11
9,512,4.533726576454974e-05,0.9999546627258578,8.373522957723585e-12
9,528,2.6243709870263905e-05,0.9999737562846318,5.49342940246969e-12
9,544,1.5086293257903876e-05,0.9999849137031539,3.584817316178594e-12
9,560,8.744547067626239e-06,0.9999912554505692,2.3596927648391436e-12
9,576,5.0502593288469106e-06,0.9999949497391144,1.5516821115308155e-12
9,592,2.9139336883426396e-06,0.9999970860652937,1.0139848374346726e-12
9,608,1.6851968522269862e-06,0.9999983148024769,6.659072726256664e-13
9,624,9.77145051418148e-07,0.9999990228545051,4.3944044392103155e-13
9,640,5.640342206196346e-07,0.9999994359654873,2.8814770122144857e-13
9,656,3.266130326476479e-07,0.9999996733867743,1.8897907717117628e-13
9,672,1.8922831355110264e-07,0.999999810771558,1.2427670605349085e-13
9,688,1.091527397392839e-07,0.9999998908471757,8.127981669690839e-14
9,704,6.32303165250054e-08,0.9999999367696271,5.3095327811160814e-14
9,720,3.687134567871053e-08,0.9999999631286166,3.506230225946676e-14
9,736,2.137194818245424e-08,0.9999999786280251,2.3076799376717745e-14
9,752,1.2338015664531256e-08,0.9999999876619656,1.5115140895610624e-14
9,768,7.140477055063106e-09,0.9999999928595099,9.949258704153514e-15
9,784,4.117056441972666e-09,0.9999999958829338,6.539595131469527e-15
9,800,2.3695040399869264e-09,0.9999999976304885,4.273715537478733e-15
9,816,1.3736065106442465e-09,0.9999999986263878,2.8003672045490554e-15
9,832,7.938896581893084e-10,0.9999999992061048,1.8530140644470966e-15
9,848,4.5703500462748364e-10,0.9999999995429593,1.2211015566758965e-15
9,864,2.650197784448248e-10,0.9999999997349757,8.104221809494868e-16
9,880,1.529814630262612e-10,0.9999999998470146,5.413923318895285e-16
9,896,8.82191948489724e-11,0.9999999999117771,3.6092691611665164e-16
9,912,5.106604069742607e-11,0.9999999999489301,2.317390011001367e-16
9,928,2.963503363012644e-11,0.9999999999703618,1.56565897591402e-16
9,944,1.712618197973281e-11,0.99999999998287,1.0630537166662946e-16
9,960,9.9222695388314e-12,0.9999999999900744,7.184816205161518e-17
9,976,5.738696796926093e-12,0.9999999999942586,5.037745112997805e-17
9,992,3.3142147010725796e-12,0.999999999996682,3.567049098034162e-17
9,1008,1.9204686437809535e-12,0.9999999999980775,2.128857903424427e-17
9,1024,1.1136549153502013e-12,0.9999999999988849,1.5312348352290658e-17
